Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg07725167,ENSG00000254986,DPP3,62404,R7,1.3609269488552893e-24,9.999000099990002e-5
cg08404739,ENSG00000121270,ABCC11,0,R1,1.4387970701008765e-24,4.999500049995e-4
cg24657085,ENSG00000141738,GRB7,33834,R4,1.4876210396723249e-24,1.9998000199980003e-4
cg07052524,ENSG00000063322,MED29,118557,L8,1.5210784981157048e-24,4.999500049995e-4
cg18166959,ENSG00000173409,ARV1,234641,R9,1.7969334191513524e-24,5.999400059994001e-4
cg18378955,ENSG00000143842,SOX13,201433,R5,1.7969334191513524e-24,9.999000099990002e-5
cg02009766,ENSG00000259496,RP11-19J5.1,287846,L5,1.8055870792175076e-24,1.9998000199980003e-4
cg09560658,ENSG00000145348,TBCK,0,R1,1.9206678037050997e-24,1.9998000199980003e-4
cg13477812,ENSG00000109762,SNX25,144166,L9,1.9637595010364436e-24,9.999000099990002e-5
cg09549329,ENSG00000203740,METTL11B,260618,R6,2.0338973271319097e-24,1.9998000199980003e-4
cg04928338,ENSG00000118894,EEF2KMT,138682,L5,2.2184536690654117e-24,9.999000099990002e-5
cg04388863,ENSG00000102910,LONP2,8856,R2,2.243169342909527e-24,9.999000099990002e-5
cg06187750,ENSG00000149658,YTHDF1,68320,R4,2.4509668099267228e-24,1.9998000199980003e-4
cg13702181,ENSG00000100596,SPTLC2,180681,R10,2.478246918859224e-24,6.999300069993001e-4
cg00953256,ENSG00000149716,ORAOV1,0,R2,2.6778140924601552e-24,1.9998000199980003e-4
cg24164612,ENSG00000225438,KRT41P,57881,R6,2.6884722429256002e-24,9.999000099990002e-5
cg06228828,ENSG00000176124,DLEU1,3257,R2,2.830028779203316e-24,9.999000099990002e-5
cg07151236,ENSG00000130699,TAF4,984645,R8,2.830028779203316e-24,3.9996000399960006e-4
cg20995304,ENSG00000211584,SLC48A1,19630,L5,2.861484647716128e-24,1.9998000199980003e-4
cg09645818,ENSG00000198730,CTR9,7940,R1,2.9254389473219136e-24,1.9998000199980003e-4
cg15698171,ENSG00000196421,LINC00176,124148,L9,2.9579225452070744e-24,2.9997000299970003e-4
cg09402314,ENSG00000007545,CRAMP1,0,R8,2.95794496677264e-24,9.999000099990002e-5
cg14685146,ENSG00000091947,TMEM101,0,R1,2.95794496677264e-24,1.9998000199980003e-4
cg10141942,ENSG00000260954,LA16c-425C2.1,22172,L1,3.0520255334401267e-24,9.999000099990002e-5
cg07891457,ENSG00000160172,FAM86C2P,117042,R9,3.0576248979247128e-24,9.999000099990002e-5
cg21586453,ENSG00000164187,LMBRD2,87609,L6,3.1259192466749643e-24,1.9998000199980003e-4
cg02751309,ENSG00000130699,TAF4,987291,R8,3.2670725658594874e-24,4.999500049995e-4
cg13639016,ENSG00000107020,PLGRKT,456028,L9,3.377063594153396e-24,9.999000099990002e-5
cg20588193,ENSG00000276107,CTD-2033D15.2,242764,L8,3.3957229993151815e-24,3.9996000399960006e-4
cg26344982,ENSG00000150995,ITPR1,135285,L5,3.4907210461152165e-24,9.99900009999e-4
cg26362263,ENSG00000234261,RP11-146I2.1,0,R1,3.567618993644155e-24,7.999200079992001e-4
cg00169930,ENSG00000249592,RP11-440L14.1,19775,R2,3.6081658949863104e-24,1.9998000199980003e-4
cg24193588,ENSG00000158435,CNOT11,132517,R2,3.648177297113702e-24,7.999200079992001e-4
cg03827327,ENSG00000155592,ZKSCAN2,948422,L6,3.750110323396072e-24,9.99900009999e-4
cg26429674,ENSG00000130699,TAF4,58256,R1,3.854921552445832e-24,4.999500049995e-4
cg21746001,ENSG00000094914,AAAS,90466,R7,3.8976420197741816e-24,1.9998000199980003e-4
cg08041603,ENSG00000118369,USP35,168123,L1,3.9844945703013955e-24,9.999000099990002e-5
cg21579472,ENSG00000117461,PIK3R3,0,L4,4.028636896295851e-24,9.999000099990002e-5
cg20038219,ENSG00000175877,WBSCR28,33758,R3,4.159713121532165e-24,9.999000099990002e-5
cg20745419,ENSG00000159409,CELF3,7126,L1,4.258083259501539e-24,1.9998000199980003e-4
cg13720048,ENSG00000049759,NEDD4L,245526,R4,4.751937539050074e-24,7.999200079992001e-4
cg21069434,ENSG00000032389,TSSC1,1000623,R9,4.8044924657670436e-24,5.999400059994001e-4
cg01715680,ENSG00000153485,TMEM251,71941,L7,4.91133530924317e-24,9.999000099990002e-5
cg18303410,ENSG00000055483,USP36,0,R3,5.076026668098858e-24,9.999000099990002e-5
cg14602087,ENSG00000147475,ERLIN2,37729,R5,5.132130053390288e-24,2.9997000299970003e-4
cg22162694,ENSG00000027001,MIPEP,0,R1,5.246185614774982e-24,9.999000099990002e-5
cg02095895,ENSG00000259087,RP11-356O9.2,699304,R7,5.282043748259276e-24,5.999400059994001e-4
cg15765380,ENSG00000243273,RP11-166N6.2,130699,R6,5.457542826033731e-24,9.999000099990002e-5
cg17016175,ENSG00000071073,MGAT4A,728090,R10,5.919846973951253e-24,2.9997000299970003e-4
cg00732656,ENSG00000243273,RP11-166N6.2,148607,R6,5.985349437385175e-24,9.999000099990002e-5
cg05865769,ENSG00000065559,MAP2K4,0,L2,6.051225373965952e-24,9.999000099990002e-5
cg17352215,ENSG00000185033,SEMA4B,5379,R1,6.1854906216639956e-24,1.9998000199980003e-4
cg09231518,ENSG00000152332,UHMK1,317541,L8,6.2537253824841096e-24,9.999000099990002e-5
cg20212339,ENSG00000197892,KIF13B,15882,R3,6.392439052140781e-24,8.999100089991e-4
cg14258504,ENSG00000257660,RP11-579D7.4,4966,L1,6.476384289407881e-24,3.9996000399960006e-4
cg06105093,ENSG00000006007,GDE1,51022,L3,6.534199084559155e-24,8.999100089991e-4
cg12636882,ENSG00000249673,NOP14-AS1,217464,L5,6.752696311402436e-24,9.999000099990002e-5
cg10402995,ENSG00000259823,LYPD8,0,L2,7.49076848444672e-24,9.999000099990002e-5
cg00149684,ENSG00000232093,DCST1-AS1,78780,L6,7.701425557716329e-24,9.999000099990002e-5
cg08336604,ENSG00000258171,RP11-511B23.3,234210,L5,7.863574934187963e-24,5.999400059994001e-4
cg05120309,ENSG00000242888,RP11-436M15.1,44007,L2,8.538848451881657e-24,9.999000099990002e-5
cg09966455,ENSG00000149658,YTHDF1,82678,L7,8.591989506757693e-24,2.9997000299970003e-4
cg02799298,ENSG00000132825,PPP1R3D,658324,L9,8.8785216920715e-24,3.9996000399960006e-4
cg13182816,ENSG00000259447,RP11-462P6.1,120515,R4,8.886402817559117e-24,9.999000099990002e-5
cg03211132,ENSG00000000457,SCYL3,115019,R4,9.480273104415832e-24,9.999000099990002e-5
cg13702181,ENSG00000100577,GSTZ1,0,R1,9.584418668559443e-24,9.999000099990002e-5
cg14938181,ENSG00000136451,VEZF1,292539,R9,9.584418668559443e-24,6.999300069993001e-4
cg22830638,ENSG00000278060,RP11-466M21.1,48088,R1,9.678312033688385e-24,9.999000099990002e-5
cg05230854,ENSG00000173295,FAM86B3P,60601,L1,9.796120414480847e-24,3.9996000399960006e-4
cg27219182,ENSG00000133193,FAM104A,523196,R9,1.0459405294196203e-23,4.999500049995e-4
cg06698399,ENSG00000184402,SS18L1,410403,R7,1.0574196288195122e-23,2.9997000299970003e-4
cg24477315,ENSG00000269887,RP11-477H21.2,79268,R3,1.0631980107806539e-23,1.9998000199980003e-4
cg12178900,ENSG00000232872,CTAGE3P,88011,L4,1.0920698308118288e-23,4.999500049995e-4
cg18937934,ENSG00000237637,FRY-AS1,28838,L1,1.1437604625793528e-23,3.9996000399960006e-4
cg15979932,ENSG00000180891,CUEDC1,0,R1,1.1538574775891009e-23,1.9998000199980003e-4
cg21959598,ENSG00000154978,VOPP1,0,R1,1.1538574775891009e-23,9.999000099990002e-5
cg20802826,ENSG00000137331,IER3,69748,L3,1.1792973199498023e-23,9.999000099990002e-5
cg26631397,ENSG00000264010,MIR4429,2060,L1,1.2713450346851197e-23,1.9998000199980003e-4
cg05378861,ENSG00000101193,GID8,223237,L10,1.358740213954671e-23,3.9996000399960006e-4
cg11898431,ENSG00000092820,EZR,91448,L4,1.358740213954671e-23,3.9996000399960006e-4
cg12301619,ENSG00000168710,AHCYL1,110476,L6,1.358740213954671e-23,9.999000099990002e-5
cg01792876,ENSG00000104447,TRPS1,0,L2,1.3736138695414145e-23,3.9996000399960006e-4
cg05120309,ENSG00000199082,MIR342,90496,R3,1.5205299720204157e-23,9.999000099990002e-5
cg07480608,ENSG00000144597,EAF1,116367,R5,1.5822887537754302e-23,6.999300069993001e-4
cg03529261,ENSG00000227765,MYL12BP2,10639,R1,1.5988930628967708e-23,9.999000099990002e-5
cg01637789,ENSG00000274281,RP11-326N17.2,730143,L9,1.7039558656822746e-23,9.999000099990002e-5
cg18857467,ENSG00000160051,IQCC,113200,L9,1.726000211776987e-23,2.9997000299970003e-4
cg20745419,ENSG00000143376,SNX27,24849,L4,1.726000211776987e-23,1.9998000199980003e-4
cg00108694,ENSG00000095015,MAP3K1,512961,R8,1.7448494338388856e-23,9.999000099990002e-5
cg07201996,ENSG00000130699,TAF4,180246,R1,1.7639024496340407e-23,4.999500049995e-4
cg06607519,ENSG00000234261,RP11-146I2.1,365967,L8,1.8023516691917554e-23,9.99900009999e-4
cg05524387,ENSG00000104472,CHRAC1,414282,R2,1.8421964125356574e-23,9.999000099990002e-5
cg12449813,ENSG00000259309,RP11-19J5.2,259485,R5,1.9131944153396764e-23,4.999500049995e-4
cg03489186,ENSG00000140526,ABHD2,45252,L5,1.923929748023666e-23,9.999000099990002e-5
cg19501536,ENSG00000110514,MADD,0,L2,1.944917862273569e-23,3.9996000399960006e-4
cg08692104,ENSG00000197933,ZNF823,0,L2,1.9661326460701796e-23,1.9998000199980003e-4
cg08079763,ENSG00000107937,GTPBP4,354786,R7,2.0533073185860284e-23,8.999100089991e-4
cg20190649,ENSG00000108468,CBX1,76549,L5,2.075692308529212e-23,5.999400059994001e-4
cg08041603,ENSG00000159063,ALG8,243174,L5,2.0983188945214532e-23,9.999000099990002e-5
cg17977723,ENSG00000178409,BEND3,315497,R4,2.1912932217844747e-23,6.999300069993001e-4
cg06611115,ENSG00000219395,HSPA8P15,276119,L3,2.285563496552158e-23,3.9996000399960006e-4
cg08767044,ENSG00000153066,TXNDC11,94149,R5,2.3132649224596433e-23,9.999000099990002e-5
cg25751081,ENSG00000186765,FSCN2,32200,L2,2.3132649224596433e-23,3.9996000399960006e-4
cg19676502,ENSG00000214900,LINC01588,0,L2,2.3384539972263278e-23,9.999000099990002e-5
cg08380379,ENSG00000082153,BZW1,22963,R2,2.6057482079138128e-23,4.999500049995e-4
cg26827458,ENSG00000113194,FAF2,0,R1,2.6627530322625226e-23,9.99900009999e-4
cg14818176,ENSG00000125450,NUP85,53272,R3,2.6917069289073556e-23,1.9998000199980003e-4
cg08835915,ENSG00000167685,ZNF444,28825,L3,2.750553043098361e-23,1.9998000199980003e-4
cg24732563,ENSG00000174567,GOLT1A,166666,L2,2.7803712700383915e-23,2.9997000299970003e-4
cg10646422,ENSG00000137269,LRRC1,66509,R3,2.810672561015953e-23,1.9998000199980003e-4
cg13130398,ENSG00000120333,MRPS14,135528,R7,2.810672561015953e-23,1.9998000199980003e-4
cg22481448,ENSG00000090020,SLC9A1,0,R1,2.872092749696912e-23,9.999000099990002e-5
cg22255095,ENSG00000184402,SS18L1,246518,R6,2.934841453727411e-23,2.9997000299970003e-4
cg10535597,ENSG00000204842,ATXN2,375247,R9,2.9989471073396776e-23,9.999000099990002e-5
cg13332510,ENSG00000130699,TAF4,639955,R6,3.0315178402012064e-23,5.999400059994001e-4
cg19313373,ENSG00000152332,UHMK1,194764,L4,3.0315178402012064e-23,9.999000099990002e-5
cg10767008,ENSG00000231980,AC011899.10,25375,R1,3.0487534911666126e-23,9.999000099990002e-5
cg05779441,ENSG00000198700,IPO9,223551,R10,3.34086766986795e-23,2.9997000299970003e-4
cg22367981,ENSG00000233461,RP11-295G20.2,299745,L3,3.4137467484028435e-23,1.9998000199980003e-4
cg11554249,ENSG00000115159,GPD2,96493,R3,3.602902543819941e-23,9.999000099990002e-5
cg19112204,ENSG00000110435,PDHX,383412,L9,3.721338503051669e-23,9.999000099990002e-5
cg26344818,ENSG00000040341,STAU2,323164,R10,3.761667333234633e-23,9.999000099990002e-5
cg06228828,ENSG00000231607,DLEU2,0,L10,3.8024287872919106e-23,9.999000099990002e-5
cg25855592,ENSG00000168924,LETM1,316911,R10,3.9698934185751484e-23,4.999500049995e-4
cg26429674,ENSG00000184402,SS18L1,248582,R6,4.234872263440741e-23,2.9997000299970003e-4
cg21586453,ENSG00000152620,NADK2,0,L2,4.327031859383091e-23,9.999000099990002e-5
cg01985482,ENSG00000267855,NDUFA7,0,R2,4.373853407071918e-23,2.9997000299970003e-4
cg27268104,ENSG00000135679,MDM2,149480,L5,4.615590712598237e-23,5.999400059994001e-4
cg09958065,ENSG00000065665,SEC61A2,436565,L10,4.976389320604246e-23,1.9998000199980003e-4
cg26344982,ENSG00000275981,AC018816.1,232440,L3,5.1079663739705586e-23,9.999000099990002e-5
cg20996887,ENSG00000226876,RP11-36N20.1,135281,R7,5.214760276645584e-23,3.9996000399960006e-4
cg24757937,ENSG00000179008,C14orf39,129296,L10,5.39519858189564e-23,9.999000099990002e-5
cg10995381,ENSG00000124279,FASTKD3,8047,L1,5.481559892234754e-23,1.9998000199980003e-4
cg05397033,ENSG00000130699,TAF4,410073,R3,5.540732335074156e-23,5.999400059994001e-4
cg10173620,ENSG00000140526,ABHD2,0,R1,5.846212819997014e-23,9.999000099990002e-5
cg13069920,ENSG00000228634,RP4-534N18.2,52280,R3,6.40325611662118e-23,8.999100089991e-4
cg06228763,ENSG00000122687,MRM2,500696,R5,6.438670184354248e-23,2.9997000299970003e-4
cg00777546,ENSG00000112685,EXOC2,254199,R3,6.508060810221528e-23,1.9998000199980003e-4
cg27584546,ENSG00000196233,LCOR,0,R1,6.508060810221528e-23,2.9997000299970003e-4
cg22110888,ENSG00000169738,DCXR,63931,L7,6.720705075433309e-23,9.999000099990002e-5
cg02039404,ENSG00000143977,SNRPG,139708,R6,6.793103605666185e-23,4.999500049995e-4
cg06086177,ENSG00000140836,ZFHX3,0,L7,6.793103605666185e-23,9.999000099990002e-5
cg17749454,ENSG00000167862,MRPL58,84577,L9,6.866274052872045e-23,8.999100089991e-4
cg25002294,ENSG00000154370,TRIM11,22051,R2,7.166839156735423e-23,1.9998000199980003e-4
cg24075412,ENSG00000141570,CBX8,308246,R6,7.243993050530527e-23,3.9996000399960006e-4
cg25628461,ENSG00000174227,PIGG,153037,L8,7.321969013166388e-23,1.9998000199980003e-4
cg06607519,ENSG00000271888,RP11-560J1.2,210970,L5,7.40072309050274e-23,9.999000099990002e-5
cg00108694,ENSG00000248727,LINC01948,155182,R3,8.324458388551877e-23,1.9998000199980003e-4
cg08988420,ENSG00000109762,SNX25,144148,L9,8.504971529298848e-23,2.9997000299970003e-4
cg08404739,ENSG00000261538,RP11-3M1.1,68274,L1,8.777065024986334e-23,8.999100089991e-4
cg13061124,ENSG00000253116,RP11-648L3.2,100105,R3,9.452823574694495e-23,8.999100089991e-4
cg14796908,ENSG00000279994,RP11-312A15.2,211071,L4,9.466135587707646e-23,4.999500049995e-4
cg12633764,ENSG00000185294,SPPL2C,54317,L3,9.483453166386712e-23,1.9998000199980003e-4
cg14602087,ENSG00000253414,RP11-150O12.6,181846,L5,1.0089870192452712e-22,2.9997000299970003e-4
cg01676795,ENSG00000127948,POR,0,L3,1.0198183838975811e-22,9.999000099990002e-5
cg09359006,ENSG00000114383,TUSC2,48854,R8,1.0418128228920153e-22,1.9998000199980003e-4
cg14143580,ENSG00000101294,HM13,141247,R10,1.1225554196740962e-22,5.999400059994001e-4
cg06974428,ENSG00000165309,ARMC3,244652,R5,1.1596505138353565e-22,9.999000099990002e-5
cg20802826,ENSG00000272273,XXbac-BPG252P9.10,70710,L4,1.1713526020398573e-22,6.999300069993001e-4
cg23304605,ENSG00000258875,CTD-2547L24.3,147817,L2,1.2355257392597126e-22,9.999000099990002e-5
cg06915192,ENSG00000124279,FASTKD3,467006,R5,1.3311079301604322e-22,3.9996000399960006e-4
cg05492975,ENSG00000184402,SS18L1,599341,R8,1.345347005313691e-22,3.9996000399960006e-4
cg16325421,ENSG00000184402,SS18L1,248768,R6,1.345347005313691e-22,3.9996000399960006e-4
cg02556363,ENSG00000187118,CMC1,1466413,L10,1.3597368154213835e-22,5.999400059994001e-4
cg06635849,ENSG00000064652,SNX24,424044,R6,1.3742789390673198e-22,4.999500049995e-4
cg18998003,ENSG00000130699,TAF4,139808,R1,1.3742789390673198e-22,6.999300069993001e-4
cg17749454,ENSG00000125449,ARMC7,4111,R1,1.403826523221411e-22,9.999000099990002e-5
cg03403880,ENSG00000115159,GPD2,36428,R1,1.4340027164506987e-22,9.999000099990002e-5
cg11245053,ENSG00000257955,RP1-228P16.5,0,R2,1.4819584543752517e-22,9.999000099990002e-5
cg13429095,ENSG00000142224,IL19,59026,R4,1.5843417964363635e-22,9.999000099990002e-5
cg15845122,ENSG00000135346,CGA,76498,L3,1.604938174715847e-22,7.999200079992001e-4
cg17756860,ENSG00000138794,CASP6,99402,R3,1.6118133493353676e-22,1.9998000199980003e-4
cg19075717,ENSG00000108848,LUC7L3,125963,R6,1.646410533001546e-22,9.999000099990002e-5
cg18768347,ENSG00000275981,AC018816.1,232478,L3,1.6872860016686746e-22,9.999000099990002e-5
cg02127234,ENSG00000104205,SGK3,0,L2,1.7923031422288587e-22,9.999000099990002e-5
cg07307484,ENSG00000280254,RP11-81A22.4,50866,L5,1.7923031422288587e-22,9.999000099990002e-5
cg12787836,ENSG00000142197,DOPEY2,0,R1,1.8699758580408795e-22,3.9996000399960006e-4
cg13959831,ENSG00000281649,EBLN3P,141511,R5,1.8899088963379009e-22,9.999000099990002e-5
cg19460095,ENSG00000135373,EHF,0,R1,1.8899088963379009e-22,1.9998000199980003e-4
cg17234201,ENSG00000185619,PCGF3,19168,L4,2.079035715233427e-22,2.9997000299970003e-4
cg05118455,ENSG00000228918,LINC01344,334297,R7,2.1121720848048697e-22,5.999400059994001e-4
cg06550986,ENSG00000250221,KRT8P32,359711,L6,2.1234241512662365e-22,8.999100089991e-4
cg17546376,ENSG00000168038,ULK4,168174,L10,2.123543072915805e-22,5.999400059994001e-4
cg13211324,ENSG00000178075,GRAMD1C,173291,R6,2.1461490401956244e-22,2.9997000299970003e-4
cg13609694,ENSG00000167114,SLC27A4,44688,R4,2.262800762799398e-22,9.999000099990002e-5
cg21250232,ENSG00000272264,RP11-92K15.3,137359,L3,2.3600481516873527e-22,1.9998000199980003e-4
cg13493546,ENSG00000228658,RP11-791O21.5,196004,R2,2.413645421562357e-22,6.999300069993001e-4
cg05266624,ENSG00000253161,LINC01605,0,L3,2.4626252802848145e-22,7.999200079992001e-4
cg01637789,ENSG00000259423,RP11-265N7.2,403527,L6,2.4779910960805128e-22,9.999000099990002e-5
cg26362263,ENSG00000271888,RP11-560J1.2,579225,R4,2.5419616262781e-22,9.999000099990002e-5
cg17352215,ENSG00000183208,GDPGP1,78583,R5,2.7083556001877367e-22,1.9998000199980003e-4
cg25013184,ENSG00000251503,APITD1-CORT,2204,R2,2.7371138616741213e-22,9.999000099990002e-5
cg02107842,ENSG00000249364,RP11-434D9.1,419432,R4,2.763924316863946e-22,4.999500049995e-4
cg17218270,ENSG00000156675,RAB11FIP1,0,L2,2.7955399622525565e-22,1.9998000199980003e-4
cg08346127,ENSG00000101391,CDK5RAP1,75624,R4,2.9470598905542477e-22,1.9998000199980003e-4
cg02711212,ENSG00000259309,RP11-19J5.2,259069,R5,2.971751518782914e-22,8.999100089991e-4
cg14412833,ENSG00000136933,RABEPK,24639,L3,2.9783250673957845e-22,1.9998000199980003e-4
cg20900312,ENSG00000100577,GSTZ1,116641,R4,2.9783250673957845e-22,1.9998000199980003e-4
cg24299913,ENSG00000086548,CEACAM6,131955,L10,3.009710589354995e-22,3.9996000399960006e-4
cg08825075,ENSG00000213918,DNASE1,204564,L5,3.2065638359634014e-22,4.999500049995e-4
cg26119806,ENSG00000170745,KCNS3,0,R1,3.3096010745219514e-22,4.999500049995e-4
cg00930618,ENSG00000266256,LINC00683,238345,R7,3.402763496360184e-22,4.999500049995e-4
cg21157873,ENSG00000143442,POGZ,54545,L1,3.795287729455575e-22,4.999500049995e-4
cg22882121,ENSG00000237080,EHMT2-AS1,8627,R3,3.846569318095634e-22,2.9997000299970003e-4
cg26371913,ENSG00000253955,CTB-33O18.3,265690,R8,3.9584548333077603e-22,3.9996000399960006e-4
cg04452534,ENSG00000248727,LINC01948,355596,L5,3.99875466373022e-22,1.9998000199980003e-4
cg00231085,ENSG00000188002,RP11-43F13.1,139045,L4,4.0853674832546063e-22,9.999000099990002e-5
cg26138846,ENSG00000243649,CFB,70696,R8,4.0853674832546063e-22,3.9996000399960006e-4
cg08834573,ENSG00000165644,COMTD1,9877,L1,4.490763026660529e-22,9.999000099990002e-5
cg22416376,ENSG00000279932,RP11-349F21.2,26461,L1,4.587837363401152e-22,9.999000099990002e-5
cg16441044,ENSG00000213246,SUPT4H1,108187,R7,4.634547932075562e-22,1.9998000199980003e-4
cg13640423,ENSG00000113924,HGD,10665,L1,4.708106970710294e-22,9.999000099990002e-5
cg01973181,ENSG00000270028,RP11-380L11.4,26173,R2,4.782886438967005e-22,9.999000099990002e-5
cg04536856,ENSG00000198730,CTR9,98640,R3,4.782886438967005e-22,4.999500049995e-4
cg04827020,ENSG00000137801,THBS1,0,R1,4.833369038893867e-22,9.999000099990002e-5
cg13061124,ENSG00000215114,UBXN2B,419927,R6,5.040625676403259e-22,9.999000099990002e-5
cg22838003,ENSG00000100744,GSKIP,99305,R8,5.040625676403259e-22,4.999500049995e-4
cg00653455,ENSG00000056736,IL17RB,14247,L1,5.147527326978404e-22,9.999000099990002e-5
cg14208041,ENSG00000276107,CTD-2033D15.2,200874,L6,5.147527326978404e-22,9.99900009999e-4
cg11815984,ENSG00000146433,TMEM181,36280,R2,5.256671680928045e-22,9.999000099990002e-5
cg27390206,ENSG00000108578,BLMH,0,R2,5.657018588099611e-22,9.999000099990002e-5
cg13727618,ENSG00000104883,PEX11G,331567,R6,5.716621076206889e-22,6.999300069993001e-4
cg17234201,ENSG00000169026,MFSD7,100367,L5,5.899181728073625e-22,6.999300069993001e-4
cg02439077,ENSG00000166224,SGPL1,373500,R7,6.281782109053689e-22,9.999000099990002e-5
cg09402314,ENSG00000260954,LA16c-425C2.1,37887,R6,6.942634016323917e-22,4.999500049995e-4
cg00987534,ENSG00000176428,VPS37D,121525,L9,7.048055071497047e-22,5.999400059994001e-4
cg23812195,ENSG00000156876,SASS6,117451,R7,7.048055071497047e-22,8.999100089991e-4
cg17488500,ENSG00000163263,C1orf189,128197,L10,7.058051859408864e-22,4.999500049995e-4
cg07213415,ENSG00000272172,RP13-582O9.7,116948,R7,7.122139516220694e-22,3.9996000399960006e-4
cg23470139,ENSG00000100744,GSKIP,99242,R8,7.122139516220694e-22,5.999400059994001e-4
cg09044174,ENSG00000130699,TAF4,220311,R2,7.662749762201257e-22,7.999200079992001e-4
cg18413706,ENSG00000231123,SPATA20P1,148552,L2,7.77903270963869e-22,7.999200079992001e-4
cg14986386,ENSG00000085231,AK6,20664,R3,7.8245330366331265e-22,1.9998000199980003e-4
cg00881378,ENSG00000279970,RP11-299G20.5,216242,R10,8.158084357724121e-22,2.9997000299970003e-4
cg08250921,ENSG00000179588,ZFPM1,375912,R10,8.158304956272306e-22,9.999000099990002e-5
cg22900115,ENSG00000213066,FGFR1OP,237692,L9,8.158304956272306e-22,1.9998000199980003e-4
cg23258400,ENSG00000259146,RP1-261D10.2,325266,L5,8.417841791544992e-22,3.9996000399960006e-4
cg24953703,ENSG00000166140,ZFYVE19,129692,L9,8.417841791544992e-22,2.9997000299970003e-4
cg06711333,ENSG00000157870,FAM213B,242371,L6,8.506156260026156e-22,6.999300069993001e-4
cg25855592,ENSG00000068078,FGFR3,298739,R9,8.59538726480838e-22,6.999300069993001e-4
